packageName,permission,purpose,avgScore,comfortScore,hybridScore,isHybridAvg,regScore
air.couk.hamzagames.ultimatesmasher,READ_PHONE_STATE,TARGETED_ADS,-0.3261416695442858,-0.05263157894736838,-0.21646394087335305,0.0,-0.21646394087335305
amep.games.af_final,READ_PHONE_STATE,INTERNAL,0.27172439330431514,0.9499999999999995,0.4748525941877789,0.0,0.4748525941877789
amep.games.af_final,READ_PHONE_STATE,TARGETED_ADS,-0.324510621883988,-0.21052631578947353,-0.06009076648981001,0.0,-0.06009076648981001
ar.com.ps3argentina.trophies,GET_ACCOUNTS,INTERNAL,0.8497956520166388,1.2105263157894732,0.6994367571277118,0.0,0.6994367571277118
atticlab.ScaryMazedGame,READ_PHONE_STATE,TARGETED_ADS,-0.32147146958869854,-0.25,-0.10885045246006057,0.0,-0.10885045246006057
atticlab.whip,READ_PHONE_STATE,TARGETED_ADS,-0.32222518362885905,-0.3,-0.3960178729560872,0.0,-0.3960178729560872
au.com.nab.mobile,ACCESS_FINE_LOCATION,INTERNAL,0.561404425497118,-0.10000000000000005,0.28746039795932027,0.0,0.28746039795932027
au.com.nab.mobile,READ_PHONE_STATE,INTERNAL,0.26864160006577664,-0.5789473684210529,0.3175680631626697,0.0,0.3175680631626697
bnw.project.wallpaper.buddycons,READ_PHONE_STATE,INTERNAL,0.26750435732753647,0.3,0.4524770759367077,0.0,0.4524770759367077
br.bovespa,READ_PHONE_STATE,INTERNAL,0.2816920772408802,-0.034482758620689634,0.44661834077234003,0.0,0.44661834077234003
br.com.jera.vikings,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.09731279052559988,-0.3,0.13174709829086897,0.0,0.13174709829086897
br.com.jera.vikings,READ_PHONE_STATE,INTERNAL,0.2708235389695323,0.6,0.3605543147114341,0.0,0.3605543147114341
br.com.jera.vikings,READ_PHONE_STATE,TARGETED_ADS,-0.32145526565963256,0.0,-0.15865149092937203,0.0,-0.15865149092937203
br.findmycarfree,ACCESS_FINE_LOCATION,INTERNAL,0.5597100656445679,1.3999999999999992,0.9627203039521846,0.0,0.9627203039521846
bubbleshooter.android,ACCESS_FINE_LOCATION,SOCIAL_GAMING,-0.3675804093567251,-0.9499999999999995,0.07082061799812175,0.0,0.07082061799812175
by.istin.android.kinobaza,READ_PHONE_STATE,INTERNAL,0.2709052973827344,0.3,0.5497599122281621,0.0,0.5497599122281621
ch.xot.droid_catcher,ACCESS_FINE_LOCATION,TARGETED_ADS,-0.44607154852163355,-0.6896551724137935,-0.4750353617515095,0.0,-0.4750353617515095
cn.otlive.games.android.CashOut,SEND_SMS,GAME_ENGINE,-1.0080636290604088,-1.2,-0.5619455330029675,0.0,-0.5619455330029675
cn.otlive.games.android.CashOut_Pad,SEND_SMS,GAME_ENGINE,-0.928063629060408,-1.2999999999999998,-0.7501447565793219,0.0,-0.7501447565793219
com.Ama.PanicFlightFree,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.10154385493525678,-0.050000000000000024,0.08907937666607227,0.0,0.08907937666607227
com.Ama.PanicFlightFree,ACCESS_FINE_LOCATION,SOCIAL_GAMING,-0.52893567251462,0.21052631578947353,-0.2654737138735774,0.0,-0.2654737138735774
com.Ama.PanicFlightFree,GET_ACCOUNTS,INTERNAL,0.8516573725951514,0.4705882352941177,0.5161361305915705,0.0,0.5161361305915705
com.Ama.PanicFlightFree,READ_PHONE_STATE,INTERNAL,0.2716162384544198,0.41176470588235314,0.3915023200576198,0.0,0.3915023200576198
com.Ama.PanicFlightFree,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.4027090780178042,-0.125,-0.10173040684347658,0.0,-0.10173040684347658
com.Ama.PanicFlightFree,READ_PHONE_STATE,TARGETED_ADS,-0.3230679739637901,0.23529411764705885,-0.17124179557232974,0.0,-0.17124179557232974
com.Conquer3.Kingdoms.game.good.haha,GET_ACCOUNTS,INTERNAL,0.8518976260338557,0.5,0.4022857980753041,0.0,0.4022857980753041
com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,INTERNAL,0.27381920112152847,0.3333333333333333,0.31622847874908394,0.0,0.31622847874908394
com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,TARGETED_ADS,-0.3235909449559004,-0.4000000000000002,-0.16149833159439156,0.0,-0.16149833159439156
com.GnarlyGames.GnarBikeTrials,ACCESS_COARSE_LOCATION,PAYMENT,0.8022617265275146,-0.8947368421052635,0.11921192605131871,0.0,0.11921192605131871
com.HBO,READ_PHONE_STATE,INTERNAL,0.26439211050403294,1.1499999999999992,0.5324511180614658,0.0,0.5324511180614658
com.NextFloor.DragonFlightKakao,READ_PHONE_STATE,INTERNAL,0.2813726540503876,-0.6499999999999999,0.13619542493779388,0.0,0.13619542493779388
com.SnowfallLiveWallpapers,ACCESS_FINE_LOCATION,SOCIAL_GAMING,-0.36306432748538014,-0.8947368421052635,-0.2492969420900781,0.0,-0.2492969420900781
com.UCMobile.intl,ACCESS_COARSE_LOCATION,INTERNAL,0.4407397660818714,0.15,0.3929631108925189,0.0,0.3929631108925189
com.UCMobile.intl,ACCESS_COARSE_LOCATION,SNS,0.31535087719298244,0.4000000000000002,0.2880883685749461,0.0,0.2880883685749461
com.UCMobile.intl,ACCESS_FINE_LOCATION,INTERNAL,0.5691731691257683,-0.25,0.2724277283902661,0.0,0.2724277283902661
com.UCMobile.intl,ACCESS_FINE_LOCATION,SNS,0.017763157894736856,0.4499999999999998,0.15813253353272533,0.0,0.15813253353272533
com.UCMobile.intl,CAMERA,INTERNAL,1.1371133881487063,1.25,1.0049160044543843,0.0,1.0049160044543843
com.UCMobile.intl,READ_PHONE_STATE,INTERNAL,0.27729553099937854,-0.3,0.0713019565838524,0.0,0.0713019565838524
com.UCMobile.intl,READ_PHONE_STATE,SNS,0.3213519432639304,0.25,0.2371373274835786,0.0,0.2371373274835786
com.UCMobile.intl,RECORD_AUDIO,INTERNAL,1.1451409302552553,1.0500000000000005,0.9825374495756063,0.0,0.9825374495756063
com.acmdvp.myconverter,ACCESS_FINE_LOCATION,SECONDARY_MARKET,-0.9047807017543856,-0.6499999999999999,-0.27583403510839716,0.0,-0.27583403510839716
com.aidigame.xcity,ACCESS_FINE_LOCATION,SOCIAL_GAMING,-0.44741959064327486,-0.4000000000000002,-0.21213263780949676,0.0,-0.21213263780949676
com.aidigame.xcity,CAMERA,SOCIAL_GAMING,-0.043874760158713756,0.0,-0.004782066348319317,0.0,-0.004782066348319317
com.aidigame.xcity,RECORD_AUDIO,SOCIAL_GAMING,0.6458651267248785,0.3,0.329671796055654,0.0,0.329671796055654
com.alaskajim.whosingsit1990s,READ_PHONE_STATE,TARGETED_ADS,-0.3255155790295118,-0.7647058823529417,-0.5110307646886696,0.0,-0.5110307646886696
com.allocine.androidapp,ACCESS_FINE_LOCATION,INTERNAL,0.5428835331015233,1.0,0.49013193456263043,0.0,0.49013193456263043
com.allocine.androidapp,READ_PHONE_STATE,INTERNAL,0.2696835467512113,0.6999999999999996,0.7039680546360328,0.0,0.7039680546360328
