packageName,permission,purpose,avgScore,comfortScore,knnScore
ar.com.ps3argentina.trophies,GET_ACCOUNTS,INTERNAL,0.844964927283092,1.2105263157894732,0.8843820662768032
com.Ama.PanicFlightFree,GET_ACCOUNTS,INTERNAL,0.8527619239501998,0.4705882352941177,0.8768771929824565
com.Conquer3.Kingdoms.game.good.haha,GET_ACCOUNTS,INTERNAL,0.8516962769402082,0.5,0.45531189083820656
com.antivirus,GET_ACCOUNTS,INTERNAL,0.8459064321996869,0.9499999999999995,1.0578771929824564
com.appson.blobbyvolley,GET_ACCOUNTS,INTERNAL,0.860797262648152,0.3,0.7620097465886938
com.asobimo.celes_gp_en,GET_ACCOUNTS,INTERNAL,0.8501422498652904,0.6842105263157898,0.4851929824561403
com.avast.android.mobilesecurity,GET_ACCOUNTS,INTERNAL,0.8530693765077536,0.5,0.9306666666666666
com.badoo.mobile,GET_ACCOUNTS,INTERNAL,0.8487797121459699,0.8500000000000003,0.9768167641325537
com.bbm,GET_ACCOUNTS,INTERNAL,0.8439122266116892,1.0,1.0902631578947368
com.creativemobile.DragRacing,GET_ACCOUNTS,SECONDARY_MARKET,-0.6766301169590643,-0.6499999999999999,-0.6766301169590643
com.dianxinos.dxbs,GET_ACCOUNTS,INTERNAL,0.8677294695285434,-0.4000000000000002,0.9875906432748537
com.evernote,GET_ACCOUNTS,INTERNAL,0.8532284495236355,0.9499999999999995,0.9779122807017546
com.facebook.katana,GET_ACCOUNTS,INTERNAL,0.8408243629599703,1.2,0.886502923976608
com.facebook.orca,GET_ACCOUNTS,INTERNAL,0.8444215886038643,0.9499999999999995,0.9558615984405457
com.favoritemedium,GET_ACCOUNTS,INTERNAL,0.8487957675296661,0.8000000000000004,0.9926862745098042
com.fridgecat.android.atiltlite,GET_ACCOUNTS,INTERNAL,0.8497375292603931,0.6499999999999999,0.6903918128654973
com.gameinsight.kingdom,GET_ACCOUNTS,INTERNAL,0.8557905317931461,-0.05263157894736838,0.6708637770897832
com.gau.go.launcherex.gowidget.weatherwidget,GET_ACCOUNTS,SECONDARY_MARKET,-0.6851213450292396,-0.6,-0.6851213450292397
com.google.android.apps.books,GET_ACCOUNTS,INTERNAL,0.8403576994296963,1.1000000000000005,1.1020331384015596
com.google.android.apps.docs,GET_ACCOUNTS,INTERNAL,0.8417918940515479,1.4210526315789473,1.1636413255360625
com.google.android.apps.googlevoice,GET_ACCOUNTS,INTERNAL,0.8424444995070879,1.1052631578947367,1.2735575048732946
com.google.android.apps.maps,GET_ACCOUNTS,INTERNAL,0.8485461288035452,1.1578947368421058,1.171584795321637
com.google.android.apps.plus,GET_ACCOUNTS,INTERNAL,0.8355104556668851,1.3999999999999992,1.0637894736842104
com.google.android.apps.translate,GET_ACCOUNTS,INTERNAL,0.8461080230644831,1.0,0.9590058479532165
com.google.android.gm,GET_ACCOUNTS,INTERNAL,0.8417846477725404,1.4736842105263153,0.9823586744639373
com.google.android.gms,GET_ACCOUNTS,INTERNAL,0.8389408192363732,1.5555555555555565,1.1777719298245615
com.google.android.googlequicksearchbox,GET_ACCOUNTS,INTERNAL,0.846313214265975,1.25,1.2848966861598443
com.google.android.maps.mytracks,GET_ACCOUNTS,INTERNAL,0.8524755201142543,0.75,1.2370643274853799
com.google.android.music,GET_ACCOUNTS,INTERNAL,0.8394472208434763,1.3500000000000008,1.1855068226120862
com.google.android.talk,GET_ACCOUNTS,INTERNAL,0.8395320966459141,1.3999999999999992,0.7924152046783628
com.google.android.videos,GET_ACCOUNTS,INTERNAL,0.8403370719121972,1.1000000000000005,1.2810799220272906
com.google.android.youtube,GET_ACCOUNTS,INTERNAL,0.8570525800813743,1.0500000000000005,1.1555964912280703
com.google.android.ytremote,GET_ACCOUNTS,INTERNAL,0.8400894942733604,1.1499999999999992,0.868331154684096
com.google.earth,GET_ACCOUNTS,INTERNAL,0.8370130704087619,1.1578947368421058,1.0974177273248482
com.gotow.hexdefensefree,GET_ACCOUNTS,INTERNAL,0.8526807819578494,0.6842105263157898,0.5598518518518518
com.halfbrick.fruitninjafree,GET_ACCOUNTS,INTERNAL,0.8516046734792105,0.6499999999999999,0.5209339525283797
com.halfbrick.jetpackjoyride,GET_ACCOUNTS,INTERNAL,0.8566968358068567,0.10000000000000005,0.6071631693613118
com.igg.castleclash,GET_ACCOUNTS,INTERNAL,0.8584720546590522,0.4499999999999998,0.445859649122807
