workerid	packageName	permission	purpose	label	READ_PHONE_STATE	ACCESS_FINE_LOCATION	GET_ACCOUNTS	CAMERA	READ_CONTACTS	RECORD_AUDIO	SEND_SMS	ACCESS_COARSE_LOCATION	BLUETOOTH	MANAGE_ACCOUNTS	AUTHENTICATE_ACCOUNTS	userID	appID	permissionID
A15A09BRS1Q8W0	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	0.714285714286	0.818181818182	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03389830508	0.888888888889	-0.0950006560819
A6IVYRP8FAIS	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	-0.0977443609023	-0.117647058824	1.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.114130434783	0.888888888889	-0.0950006560819
A3JJXEVEPU8V9J	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	-0.231707317073	-0.828571428571	0.846153846154	-0.6	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.283105022831	0.888888888889	-0.0950006560819
A31FLXZMDXZTB2	com.guidasky.android	READ_PHONE_STATE	INTERNAL	0	-0.466666666667	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.636363636364	0.888888888889	-0.0950006560819
A2IYAOQ0BY5EYD	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	-0.544827586207	-0.931034482759	-1.0	-0.333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.803191489362	0.888888888889	-0.0950006560819
ALGL826MO4BKZ	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	0.939393939394	-0.6	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.468085106383	0.888888888889	-0.0950006560819
AAQ4Q3ULMAF5H	com.guidasky.android	READ_PHONE_STATE	INTERNAL	0	-0.0666666666667	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.888888888889	-0.0950006560819
A1TS2SKXPX7ZED	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	-0.368421052632	-0.0909090909091	1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.254545454545	0.888888888889	-0.0950006560819
A1MHGD46DB5Z7H	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	-0.567567567568	0.111111111111	0.333333333333	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.529411764706	0.888888888889	-0.0950006560819
A1MO07YOP3THQ2	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	0.0967741935484	0.166666666667	1.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0	0.163265306122	0.888888888889	-0.0950006560819
A4SKTCPDTV550	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	0.626865671642	0.724137931034	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.775280898876	0.888888888889	-0.0950006560819
A1KX496A3GINRN	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	-0.245283018868	-0.375	1.0	1.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.0131578947368	0.888888888889	-0.0950006560819
A335YICZ3FDA9J	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	0.0697674418605	-0.8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0344827586207	0.888888888889	-0.0950006560819
A24WQPX0B1A05J	com.guidasky.android	READ_PHONE_STATE	INTERNAL	0	-0.4	-1.0	-1.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.47619047619	0.888888888889	-0.0950006560819
A2S96ZZ70YFPSK	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	0.906976744186	1.0	1.0	1.0	0.6	1.0	0.714285714286	1.0	1.0	1.0	1.0	1.3982300885	0.888888888889	-0.0950006560819
A2LJAWY0LUIMN1	com.guidasky.android	READ_PHONE_STATE	INTERNAL	1	0.232323232323	-0.2	0.166666666667	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.888888888889	-0.0950006560819
A32CMQGGTSUK6Z	com.dreamcortex.talkingPet_android	READ_PHONE_STATE	TARGETED_ADS	1	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.96153846154	-0.55	-0.0950006560819
AAXYYH9MI3PJM	com.dreamcortex.talkingPet_android	READ_PHONE_STATE	TARGETED_ADS	0	-0.24347826087	-0.914893617021	0.777777777778	0.6	0.0	-1.0	1.0	-1.0	0.0	0.0	0.0	-0.418831168831	-0.55	-0.0950006560819
A6IVYRP8FAIS	com.dreamcortex.talkingPet_android	READ_PHONE_STATE	TARGETED_ADS	0	-0.0977443609023	-0.117647058824	1.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.114130434783	-0.55	-0.0950006560819
AMJAP6BGF5LVM	com.dreamcortex.talkingPet_android	READ_PHONE_STATE	TARGETED_ADS	0	-0.703703703704	-0.714285714286	-0.714285714286	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.09210526316	-0.55	-0.0950006560819
A15A09BRS1Q8W0	com.dreamcortex.talkingPet_android	READ_PHONE_STATE	TARGETED_ADS	1	0.714285714286	0.818181818182	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03389830508	-0.55	-0.0950006560819
